Type,GlobalId,ArchiCADProperties:Element ID,ArchiCADProperties:Hotlink und Element-ID,ArchiCADProperties:Ebene,ArchiCADProperties:Bibliothekselement-Name,ArchiCADProperties:Eindeutige ID,ArchiCADProperties:ARCHICAD IFC ID,ArchiCADProperties:Externe IFC ID,ArchiCADProperties:Kollidierende Räume,ArchiCADProperties:Zugehöriger Raumname,ArchiCADProperties:Zugehörige Raumnummer,ArchiCADProperties:Geschützt,ArchiCADProperties:Verknüpfte Änderungen,ArchiCADProperties:Ursprungsgeschoss Name,ArchiCADProperties:Ursprungsgeschoss Nummer,ArchiCADProperties:Name des Eigenschafts-Objekts,ArchiCADProperties:Element-Typ,ArchiCADProperties:Absolutes Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Relatives Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Überobjekt-ID,ArchiCADProperties:Baustoffe (Alle),ArchiCADProperties:Oberfläche (Alle),ArchiCADProperties:Hotlink Master-ID,ArchiCADProperties:Deckschraffur,ArchiCADProperties:Umbau-Status,ArchiCADProperties:Anzeigen auf Umbau-Filter,ArchiCADProperties:Oberfläche,ArchiCADProperties:Einheitliche Oberfläche,ArchiCADProperties:Raumname,ArchiCADProperties:Raumnummer,ArchiCADProperties:Raumkategoriename,ArchiCADProperties:Raumkategoriecode,ArchiCADProperties:Verbundene 3D Element(e),ArchiCADProperties:ARCHICAD Klassifizierung - v2.0,IfcWallCommon:ElementID
IfcDoor,3vo4NIbUCOJxg6YMkeEIV6,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,F9C845D2-95E3-184F-BA86-896BA83927C6,3vo4NIbUCOJxg6YMkeEIV6,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Bad,5,False,,OG3,3,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0GrI4ShsDBHRyh6r2rFIlk,tbd,tbd,016 Innenwände ,,10D5211C-AF63-4B45-BF2B-1B50B53D2BEE,0GrI4ShsDBHRyh6r2rFIlk,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,13QbLjdvEXIurE3YC7D6W1,tbd,tbd,016 Innenwände ,,436A556D-9F93-A14B-8D4E-0E2307346801,13QbLjdvEXIurE3YC7D6W1,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3h8LmBAX56HvFaD0PQkOJA,tbd,tbd,015 Wohnungstrennwände / Kernwände,,EB215C0B-2A11-4647-93E4-34065AB984CA,3h8LmBAX56HvFaD0PQkOJA,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0JCH9HHSehJurKokPcVSNf,tbd,tbd,016 Innenwände ,,13311251-45CA-2B4F-8D54-CAE6667DC5E9,0JCH9HHSehJurKokPcVSNf,,Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWindow,09fKYZDykYHAokhpLvdRmC,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,09A548A3-37CB-A244-ACAE-AF35799DBC0C,09fKYZDykYHAokhpLvdRmC,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Fenster,,,,tbd,,Glas Normalglas; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcWall,19qwgdPbZDJfEVVxSsqvxv,tbd,tbd,010 Aussenwände,,49D3AAA7-6658-CD4E-939F-7FB736D39EF9,19qwgdPbZDJfEVVxSsqvxv,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3SuaoBTPqdHhITAJmaO1jY,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,DCE24C8B-759D-2746-B49D-293C24601B62,3SuaoBTPqdHhITAJmaO1jY,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG3,3,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2Sqoj2pbyjGRRLJAzDrcI2,tbd,tbd,016 Innenwände ,,9CD32B42-CE5F-2D41-B6D5-4CAF4DD66482,2Sqoj2pbyjGRRLJAzDrcI2,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,13cfe7CWQ3JBwv4bPR12BT,tbd,tbd,015 Wohnungstrennwände / Kernwände,,439A9A07-3206-834C-BEB9-12565B0422DD,13cfe7CWQ3JBwv4bPR12BT,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2uiVw3u_A1HRXoDE5n$Fsq,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,B8B1FE83-E3E2-8145-B872-34E171FCFDB4,2uiVw3u_A1HRXoDE5n$Fsq,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG3,3,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,39YaMSIc4pIwKoaZXK48Vf,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,C98A459C-4A61-334B-A532-9238541087E9,39YaMSIc4pIwKoaZXK48Vf,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG3,3,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2O9v7pezA4IgWUoqzQy_NX,tbd,tbd,016 Innenwände ,,982791F3-A3D2-844A-A81E-CB4F5AF3E5E1,2O9v7pezA4IgWUoqzQy_NX,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,13FAT5tc6XGutxYPj$3aJx,tbd,tbd,015 Wohnungstrennwände / Kernwände,,433CA745-DE61-A143-8DFB-899B7F0E44FB,13FAT5tc6XGutxYPj$3aJx,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3W_AHZYAL2JxJbxyhfBjeE,tbd,tbd,016 Innenwände ,,E0F8A463-88A5-424F-B4E5-EFCAE92EDA0E,3W_AHZYAL2JxJbxyhfBjeE,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2Wwj2eBCGVJuZL_XOZElLo,tbd,tbd,016 Innenwände ,,A0EAD0A8-2CC4-1F4F-88D5-FA16233AF572,2Wwj2eBCGVJuZL_XOZElLo,,Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,00hjAmkIRkIgMOD2oxEHAp,tbd,tbd,050 Geländer Balkone,,00AED2B0-B926-EE4A-A598-342CBB3912B3,00hjAmkIRkIgMOD2oxEHAp,,Balkon; Wohnen / Holzbau; Wohnen HOL,Balkon,Raum.Nr.Kurz,False,,OG3,3,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1YRVze$2$NGRzrPNj3T08W,tbd,tbd,050 Geländer Balkone,,626DFF68-FC2F-D741-BF75-657B43740220,1YRVze$2$NGRzrPNj3T08W,,Balkon; Wohnen / Holzbau; Wohnen HOL,Balkon,Raum.Nr.Kurz,False,,OG3,3,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcSlab,3Rmx_XHMlgIw91q5tvHJrC,tbd,tbd,025 Decken,,DBC3BFA1-456B-EA4B-A241-D05DF9453D4C,3Rmx_XHMlgIw91q5tvHJrC,,Tiefgarage / Massivbau ui; Tiefgarage MAS,,,False,,EG,0,,Decke,,,,tbd,"Unterlagsboden Zement 420; Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,"Holz Schalung liegend, 10cm",Bestand,Alle relevanten Filter,,,,,,,,Decke,
IfcWall,1oLTNYYA1RIxZNQ1LEMdZJ,tbd,tbd,015 Wohnungstrennwände / Kernwände,,7255D5E2-88A0-5B4B-B8D7-68154E5A78D3,1oLTNYYA1RIxZNQ1LEMdZJ,,Nebenräume / Massivbau ui; Tiefgarage; Tiefgarage / Massivbau ui; Tiefgarage MAS,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705","Beton Sichtbeton, hellgrau; FMK Sichtbeton",,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3au$lBoxzYIu9fOP02cnDm,tbd,tbd,016 Innenwände ,,E4E3FBCB-CBBF-624B-8269-6190029B1370,3au$lBoxzYIu9fOP02cnDm,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0uyxQtVKr_GhGWYkN2OlFF,tbd,tbd,015 Wohnungstrennwände / Kernwände,,38F3B6B7-7D4D-7E42-B420-8AE5C262F3CF,0uyxQtVKr_GhGWYkN2OlFF,,Tiefgarage / Massivbau ui; Tiefgarage MAS,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705","Beton Sichtbeton, hellgrau; FMK Sichtbeton",,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3Prhh147B7HREjEpfQN_MQ,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Teleskoptür 24,D9D6BAC1-1072-C745-B3AD-3B3A5A5FE59A,3Prhh147B7HREjEpfQN_MQ,,Gewerbe / Massivbau oi; Gewerbe MAS; Lift; Verkauf,Treppenhaus,1,False,,EG,0,,Tür,,,,tbd,,"Metall Chrom; 1805_Fassadenputz; Farbe, grau",,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,1_KiE1x6AfHhblBApPqSb0,tbd,tbd,015 Wohnungstrennwände / Kernwände,,7E52C381-EC62-A946-B96F-2CACD9D1C940,1_KiE1x6AfHhblBApPqSb0,,Gewerbe / Massivbau oi; Gewerbe MAS; Nebenräume; Nebenräume / Massivbau ui; Verkauf,Gewerbe / Massivbau oi,Gewerbe / Massibau oi,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,1Im8ffQHmCJP$iJJ5T578O,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,52C08A69-691C-0C4D-9FEC-4D315D147218,1Im8ffQHmCJP$iJJ5T578O,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf,Treppenhaus,1,False,,EG,0,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2$8K3dWOP6GxoX$_4PFRDh,tbd,tbd,015 Wohnungstrennwände / Kernwände,,BF2140E7-8186-4643-BCA1-FFE1193DB36B,2$8K3dWOP6GxoX$_4PFRDh,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0S1y4QY$kmIBCPxIlanxWD,tbd,tbd,015 Wohnungstrennwände / Kernwände,,1C07C11A-8BFB-B048-B319-ED2BE4C7B80D,0S1y4QY$kmIBCPxIlanxWD,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2HIwwh5atfIgv113S7_AzM,tbd,tbd,015 Wohnungstrennwände / Kernwände,,914BAEAB-164D-E94A-AE41-043707F8AF56,2HIwwh5atfIgv113S7_AzM,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3s0EKe0TzcJfqRRkJ0BWOh,tbd,tbd,015 Wohnungstrennwände / Kernwände,,F600E528-01DF-664E-9D1B-6EE4C02E062B,3s0EKe0TzcJfqRRkJ0BWOh,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,26iGF3d_g4Ix5H_xjKeNsd,tbd,tbd,015 Wohnungstrennwände / Kernwände,,86B103C3-9FEA-844B-B151-FBBB54A17DA7,26iGF3d_g4Ix5H_xjKeNsd,,Gewerbe / Massivbau oi; Gewerbe MAS,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2jYRHTnlfcGgbZsP_Quiy3,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,AD89B45D-C6FA-6642-A963-D99F9AE2CF03,2jYRHTnlfcGgbZsP_Quiy3,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf,Treppenhaus,1,False,,EG,0,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0$9iZDKypLHgDb65eas_2f,tbd,tbd,015 Wohnungstrennwände / Kernwände,,3F26C8CD-53CC-D546-A365-185A24DBE0A9,0$9iZDKypLHgDb65eas_2f,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3Tk$w2KjTEGOgPvkE3CC6Q,tbd,tbd,015 Wohnungstrennwände / Kernwände,,DDBBFE82-52D7-4E41-8A99-E6E38330C19A,3Tk$w2KjTEGOgPvkE3CC6Q,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2bSJLopRqQJACTbhxqHMOn,tbd,tbd,015 Wohnungstrennwände / Kernwände,,A5713572-CDBD-1A4C-A31D-96BEF4456631,2bSJLopRqQJACTbhxqHMOn,,Gewerbe / Massivbau oi; Gewerbe MAS; Nebenräume / Massivbau ui; Tiefgarage / Massivbau ui; Tiefgarage MAS; Verkauf; Verkauf,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1u1WU7kfYPJv3VesYShRP$,tbd,tbd,016 Innenwände ,,78060787-BA98-994F-90DF-A3689CADB67F,1u1WU7kfYPJv3VesYShRP$,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcBuildingElementProxy,1WxH1DEFMyIgVz41W7ml0x,Veloabstellplatz,Veloabstellplatz,060 Möbel Einbau,Parkplätze 24,60ED104D-38F5-BC4A-A7FD-101807C2F03B,1WxH1DEFMyIgVz41W7ml0x,,Nebenräume / Massivbau ui; Tiefgarage; Tiefgarage MAS; Verkauf,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Objekt,,,,Veloabstellplatz,,00 Transparent; 70 Farbe grün (SP),,,Bestand,Alle relevanten Filter,Fehlt,,,,,,,,
IfcDoor,2rhJZbstjeGRrn4oDNNLgU,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,B5AD38E5-DB7B-6841-BD71-1323575D5A9E,2rhJZbstjeGRrn4oDNNLgU,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG3,3,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,21muViP50DJxFjzKfqK0dV,tbd,tbd,015 Wohnungstrennwände / Kernwände,,81C387EC-6450-0D4F-B3ED-F54A745009DF,21muViP50DJxFjzKfqK0dV,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3VVvxUjwq4JxcEC_UFaeYh,tbd,tbd,016 Innenwände ,,DF7F9EDE-B7AD-044F-B98E-33E78F9288AB,3VVvxUjwq4JxcEC_UFaeYh,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3JYQiy3hvIGP19vyfdfZqB,tbd,tbd,015 Wohnungstrennwände / Kernwände,,D389AB3C-0EBE-5241-9049-E7CA67A63D0B,3JYQiy3hvIGP19vyfdfZqB,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3XxuxLDzkoJwreP6ECihZN,tbd,tbd,010 Aussenwände,,E1EF8ED5-37DB-B24F-AD68-64638CB2B8D7,3XxuxLDzkoJwreP6ECihZN,,(Gewerbe); Gewerbe / Massivbau oi; Gewerbe MAS; Nebenräume; Nebenräume / Massivbau ui,Gewerbe / Massivbau oi,Gewerbe / Massibau oi,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150","Beton Sichtbeton, anthrazit; FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb",,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,01ZUFIy9JBG9W$JC5_vavc,tbd,tbd,010 Aussenwände,,018DE3D2-F094-CB40-983F-4CC17EE64E66,01ZUFIy9JBG9W$JC5_vavc,,Gewerbe / Massivbau oi; Nebenräume; Nebenräume / Massivbau ui; Tiefgarage MAS,Tiefgarage MAS,Tiefgarage,False,,EG,0,,Wand,OG1,Ursprung + 1,Ursprung + 1 (OG1),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150","Beton Sichtbeton, anthrazit; FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb",,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,20WMIxOyd1JAKgXSCrTkfz,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,808164BB-63C9-C14C-A52A-85C33576EA7D,20WMIxOyd1JAKgXSCrTkfz,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG3,3,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,1Bkm8PrE$YJu6_34Upv9Fm,tbd,tbd,016 Innenwände ,,4BBB0219-D4EF-E24F-81BE-0C47B3E493F0,1Bkm8PrE$YJu6_34Upv9Fm,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG3,3,,Wand,OG4,Ursprung + 1,Ursprung + 1 (OG4),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
